"id";"uen";"oficina_comercial";"cod_motivo";"motivo";"vendedor";"cod_cliente";"cliente";"rut";"domicilio";"camion";"carga";"sector";"tf";"anula_rebaja";"categoria";"fecha_factura";"facturas";"ncr";"total";"producto";"suma_de_cajas";"empresario";"fecha_subida";"fecha_real"
"102038";"COMERCIAL CCU S";"9660 OF. LOS AN";"352";"LOCAL CERRADO  ";"96611";"557260";"ALICIA MORA BRA";"16239159-3          ";"COLON 954                                    ";"S26";"2";"0";"CTDO EFECTIVO  ";"Anula ";"MINERALES      ";"2018-04-19";"83671061";"20762861";"5761";"4918";"1";"Integra";"2018-04-19";"23-04-2018 a las 09:22"
"102039";"COMERCIAL CCU S";"9660 OF. LOS AN";"352";"LOCAL CERRADO  ";"96611";"557260";"ALICIA MORA BRA";"16239159-3          ";"COLON 954                                    ";"S26";"2";"0";"CTDO EFECTIVO  ";"Anula ";"NECTARES       ";"2018-04-19";"83671060";"20762860";"36076";"870790";"1";"Integra";"2018-04-19";"23-04-2018 a las 09:22"
"102040";"COMERCIAL CCU S";"9660 OF. LOS AN";"352";"LOCAL CERRADO  ";"96611";"557260";"ALICIA MORA BRA";"16239159-3          ";"COLON 954                                    ";"S26";"2";"0";"CTDO EFECTIVO  ";"Anula ";"TEA            ";"2018-04-19";"83671060";"20762860";"36076";"1390";"1";"Integra";"2018-04-19";"23-04-2018 a las 09:22"
"102041";"COMERCIAL CCU S";"9660 OF. LOS AN";"400";"Prod Mal Car Pt";"96601";"557587";"CENCOSUD RETAIL";"81201000-K          ";"AV.  ALEMANIA 686                            ";"S25";"1";"0";"CRED PROD      ";"Rebaja";"MINERALES      ";"2018-04-19";"83716589";"20762960";"5629";"870189";"1";"Integra";"2018-04-19";"23-04-2018 a las 09:22"
"102042";"COMERCIAL CCU S";"9660 OF. LOS AN";"400";"Prod Mal Car Pt";"96601";"557590";"CENCOSUD RETAIL";"81201000-K          ";"VILLAGRAN 558                                ";"S22";"1";"0";"CRED PROD      ";"Anula ";"MINERALES      ";"2018-04-19";"83715788";"20762908";"8859";"870799";"2";"Integra";"2018-04-19";"23-04-2018 a las 09:22"
"102043";"COMERCIAL CCU S";"9660 OF. LOS AN";"400";"Prod Mal Car Pt";"96601";"557648";"WALMART CHILE  ";"76042014-K          ";"AV PDTE EDO FREI MONTALVA 830                ";"S13";"1";"0";"CRED PROD      ";"Rebaja";"MINERALES      ";"2018-04-19";"83715107";"20762874";"15325";"1532";"2";"Integra";"2018-04-19";"23-04-2018 a las 09:22"
"102044";"COMERCIAL CCU S";"9660 OF. LOS AN";"400";"Prod Mal Car Pt";"96601";"557648";"WALMART CHILE  ";"76042014-K          ";"AV PDTE EDO FREI MONTALVA 830                ";"S13";"1";"0";"CRED PROD      ";"Rebaja";"MINERALES      ";"2018-04-19";"83715107";"20762874";"15325";"1533";"1";"Integra";"2018-04-19";"23-04-2018 a las 09:22"
"102045";"COMERCIAL CCU S";"9660 OF. LOS AN";"400";"Prod Mal Car Pt";"96601";"686963";"RENDIC HNOS  S.";"81537600-5          ";"CERRO DEL PLOMO 5680                         ";"S19";"2";"0";"CRED PROD      ";"Rebaja";"PISCO          ";"2018-04-19";"83716191";"20762937";"26852";"445594";"1";"Integra";"2018-04-19";"23-04-2018 a las 09:22"
"102046";"COMERCIAL CCU S";"9660 OF. LOS AN";"400";"Prod Mal Car Pt";"96609";"895318";"WALMART CHILE  ";"76042014-K          ";"OHIGGINS ESQUINA RIQUELME 770                ";"S29";"1";"0";"CRED PROD      ";"Rebaja";"MINERALES      ";"2018-04-19";"83716643";"20762970";"6059";"870287";"1";"Integra";"2018-04-19";"23-04-2018 a las 09:22"
"102047";"COMERCIAL CCU S";"9660 OF. LOS AN";"400";"Prod Mal Car Pt";"96611";"554183";"OTILIA TRONCOSO";"6649318-0           ";"ANIBAL PINTO 863                             ";"S15";"2";"0";"CHEQ FECHA PROD";"Anula ";"PISCO          ";"2018-04-19";"83715413";"20762887";"27002";"445591";"1";"Integra";"2018-04-19";"23-04-2018 a las 09:22"
"102048";"COMERCIAL CCU S";"9660 OF. LOS AN";"400";"Prod Mal Car Pt";"96631";"1420683";"MONICA MARCELA ";"11987104-2          ";"CAMINO. TOLPAN KM 2                          ";"S09";"1";"0";"CTDO EFECTIVO  ";"Rebaja";"JUGO EN POLVO  ";"2018-04-19";"83715160";"20762879";"9935";"870449";"1";"Integra";"2018-04-19";"23-04-2018 a las 09:22"
"102049";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96601";"557587";"CENCOSUD RETAIL";"81201000-K          ";"AV.  ALEMANIA 686                            ";"S25";"1";"0";"CRED PROD      ";"Rebaja";"CERVEZAS       ";"2018-04-19";"83716597";"20762961";"28440";"7492";"1";"Integra";"2018-04-19";"23-04-2018 a las 09:22"
"102050";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96601";"557587";"CENCOSUD RETAIL";"81201000-K          ";"AV.  ALEMANIA 686                            ";"S25";"1";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-19";"83716600";"20762962";"26454";"875138";"3";"Integra";"2018-04-19";"23-04-2018 a las 09:22"
"102051";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96601";"557587";"CENCOSUD RETAIL";"81201000-K          ";"AV.  ALEMANIA 686                            ";"S25";"1";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-19";"83716600";"20762962";"26454";"875147";"3";"Integra";"2018-04-19";"23-04-2018 a las 09:22"
"102052";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96601";"557587";"CENCOSUD RETAIL";"81201000-K          ";"AV.  ALEMANIA 686                            ";"S25";"1";"0";"CRED PROD      ";"Rebaja";"PISCO          ";"2018-04-19";"83716584";"20762959";"79559";"445477";"2";"Integra";"2018-04-19";"23-04-2018 a las 09:22"
"102053";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96601";"557637";"ALVI SUPERMERC.";"96618540-6          ";"VILLAGRAN 471                                ";"S22";"2";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-19";"83715756";"20762904";"16023";"4785";"1";"Integra";"2018-04-19";"23-04-2018 a las 09:22"
"102054";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96601";"557637";"ALVI SUPERMERC.";"96618540-6          ";"VILLAGRAN 471                                ";"S22";"2";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-19";"83715756";"20762904";"16023";"870115";"2";"Integra";"2018-04-19";"23-04-2018 a las 09:22"
"102055";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96601";"557637";"ALVI SUPERMERC.";"96618540-6          ";"VILLAGRAN 471                                ";"S22";"2";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-19";"83715759";"20762905";"22407";"1663";"1";"Integra";"2018-04-19";"23-04-2018 a las 09:22"
"102056";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96601";"557637";"ALVI SUPERMERC.";"96618540-6          ";"VILLAGRAN 471                                ";"S22";"2";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-19";"83715759";"20762905";"22407";"1667";"1";"Integra";"2018-04-19";"23-04-2018 a las 09:22"
"102057";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96601";"557637";"ALVI SUPERMERC.";"96618540-6          ";"VILLAGRAN 471                                ";"S22";"2";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-19";"83715759";"20762905";"22407";"1668";"1";"Integra";"2018-04-19";"23-04-2018 a las 09:22"
"102058";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96601";"557637";"ALVI SUPERMERC.";"96618540-6          ";"VILLAGRAN 471                                ";"S22";"2";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-19";"83715765";"20762906";"11745";"1321";"1";"Integra";"2018-04-19";"23-04-2018 a las 09:22"
"102059";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96601";"557637";"ALVI SUPERMERC.";"96618540-6          ";"VILLAGRAN 471                                ";"S22";"2";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-19";"83715765";"20762906";"11745";"875147";"1";"Integra";"2018-04-19";"23-04-2018 a las 09:22"
"102060";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96601";"557637";"ALVI SUPERMERC.";"96618540-6          ";"VILLAGRAN 471                                ";"S22";"2";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-19";"83715768";"20762907";"22407";"1664";"3";"Integra";"2018-04-19";"23-04-2018 a las 09:22"
"102061";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96601";"557648";"WALMART CHILE  ";"76042014-K          ";"AV PDTE EDO FREI MONTALVA 830                ";"S13";"1";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-19";"83715101";"20762871";"68835";"4765";"3";"Integra";"2018-04-19";"23-04-2018 a las 09:22"
"102062";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96601";"557648";"WALMART CHILE  ";"76042014-K          ";"AV PDTE EDO FREI MONTALVA 830                ";"S13";"1";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-19";"83715101";"20762871";"68835";"4768";"5";"Integra";"2018-04-19";"23-04-2018 a las 09:22"
"102063";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96601";"557648";"WALMART CHILE  ";"76042014-K          ";"AV PDTE EDO FREI MONTALVA 830                ";"S13";"1";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-19";"83715101";"20762871";"68835";"870174";"2";"Integra";"2018-04-19";"23-04-2018 a las 09:22"
"102064";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96601";"557648";"WALMART CHILE  ";"76042014-K          ";"AV PDTE EDO FREI MONTALVA 830                ";"S13";"1";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-19";"83715106";"20762873";"419646";"935";"3";"Integra";"2018-04-19";"23-04-2018 a las 09:22"
"102065";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96601";"557648";"WALMART CHILE  ";"76042014-K          ";"AV PDTE EDO FREI MONTALVA 830                ";"S13";"1";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-19";"83715106";"20762873";"419646";"1014";"5";"Integra";"2018-04-19";"23-04-2018 a las 09:22"
"102066";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96601";"557648";"WALMART CHILE  ";"76042014-K          ";"AV PDTE EDO FREI MONTALVA 830                ";"S13";"1";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-19";"83715106";"20762873";"419646";"1284";"3";"Integra";"2018-04-19";"23-04-2018 a las 09:22"
"102067";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96601";"557648";"WALMART CHILE  ";"76042014-K          ";"AV PDTE EDO FREI MONTALVA 830                ";"S13";"1";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-19";"83715106";"20762873";"419646";"1327";"5";"Integra";"2018-04-19";"23-04-2018 a las 09:22"
"102068";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96601";"557648";"WALMART CHILE  ";"76042014-K          ";"AV PDTE EDO FREI MONTALVA 830                ";"S13";"1";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-19";"83715106";"20762873";"419646";"1621";"3";"Integra";"2018-04-19";"23-04-2018 a las 09:22"
"102069";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96601";"557648";"WALMART CHILE  ";"76042014-K          ";"AV PDTE EDO FREI MONTALVA 830                ";"S13";"1";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-19";"83715106";"20762873";"419646";"1664";"3";"Integra";"2018-04-19";"23-04-2018 a las 09:22"
"102070";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96601";"557648";"WALMART CHILE  ";"76042014-K          ";"AV PDTE EDO FREI MONTALVA 830                ";"S13";"1";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-19";"83715106";"20762873";"419646";"4708";"12";"Integra";"2018-04-19";"23-04-2018 a las 09:22"
"102071";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96601";"557648";"WALMART CHILE  ";"76042014-K          ";"AV PDTE EDO FREI MONTALVA 830                ";"S13";"1";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-19";"83715106";"20762873";"419646";"4793";"11";"Integra";"2018-04-19";"23-04-2018 a las 09:22"
"102072";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96601";"557648";"WALMART CHILE  ";"76042014-K          ";"AV PDTE EDO FREI MONTALVA 830                ";"S13";"1";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-19";"83715106";"20762873";"419646";"870091";"1";"Integra";"2018-04-19";"23-04-2018 a las 09:22"
"102073";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96601";"557648";"WALMART CHILE  ";"76042014-K          ";"AV PDTE EDO FREI MONTALVA 830                ";"S13";"1";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-19";"83715106";"20762873";"419646";"870118";"1";"Integra";"2018-04-19";"23-04-2018 a las 09:22"
"102074";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96601";"557648";"WALMART CHILE  ";"76042014-K          ";"AV PDTE EDO FREI MONTALVA 830                ";"S13";"1";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-19";"83715106";"20762873";"419646";"870176";"2";"Integra";"2018-04-19";"23-04-2018 a las 09:22"
"102075";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96601";"557648";"WALMART CHILE  ";"76042014-K          ";"AV PDTE EDO FREI MONTALVA 830                ";"S13";"1";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-19";"83715106";"20762873";"419646";"870177";"2";"Integra";"2018-04-19";"23-04-2018 a las 09:22"
"102076";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96601";"557648";"WALMART CHILE  ";"76042014-K          ";"AV PDTE EDO FREI MONTALVA 830                ";"S13";"1";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-19";"83715106";"20762873";"419646";"870697";"4";"Integra";"2018-04-19";"23-04-2018 a las 09:22"
"102077";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96601";"557648";"WALMART CHILE  ";"76042014-K          ";"AV PDTE EDO FREI MONTALVA 830                ";"S13";"1";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-19";"83715106";"20762873";"419646";"870717";"1";"Integra";"2018-04-19";"23-04-2018 a las 09:22"
"102078";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96601";"557648";"WALMART CHILE  ";"76042014-K          ";"AV PDTE EDO FREI MONTALVA 830                ";"S13";"1";"0";"CRED PROD      ";"Rebaja";"NECTARES       ";"2018-04-19";"83715106";"20762873";"419646";"870339";"1";"Integra";"2018-04-19";"23-04-2018 a las 09:22"
"102079";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96601";"686962";"RENDIC HNOS  S.";"81537600-5          ";"CERRO DEL PLOMO 5680                         ";"S21";"1";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-19";"83716608";"20762963";"7722";"870174";"1";"Integra";"2018-04-19";"23-04-2018 a las 09:22"
"102080";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96601";"834365";"WALMART CHILE  ";"76042014-K          ";"SOR VIVACETA 2575                            ";"S23";"1";"0";"CRED PROD      ";"Anula ";"PISCO          ";"2018-04-19";"83715735";"20762901";"146730";"445477";"5";"Integra";"2018-04-19";"23-04-2018 a las 09:22"
"102081";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96601";"834365";"WALMART CHILE  ";"76042014-K          ";"SOR VIVACETA 2575                            ";"S23";"1";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-19";"83715732";"20762900";"6849";"4765";"1";"Integra";"2018-04-19";"23-04-2018 a las 09:22"
"102082";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96601";"834365";"WALMART CHILE  ";"76042014-K          ";"SOR VIVACETA 2575                            ";"S23";"1";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-19";"83715738";"20762903";"554857";"1664";"2";"Integra";"2018-04-19";"23-04-2018 a las 09:22"
"102083";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96601";"834365";"WALMART CHILE  ";"76042014-K          ";"SOR VIVACETA 2575                            ";"S23";"1";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-19";"83715738";"20762903";"554857";"1822";"1";"Integra";"2018-04-19";"23-04-2018 a las 09:22"
"102084";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96601";"834365";"WALMART CHILE  ";"76042014-K          ";"SOR VIVACETA 2575                            ";"S23";"1";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-19";"83715738";"20762903";"554857";"4701";"16";"Integra";"2018-04-19";"23-04-2018 a las 09:22"
"102085";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96601";"834365";"WALMART CHILE  ";"76042014-K          ";"SOR VIVACETA 2575                            ";"S23";"1";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-19";"83715738";"20762903";"554857";"4704";"11";"Integra";"2018-04-19";"23-04-2018 a las 09:22"
"102086";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96601";"834365";"WALMART CHILE  ";"76042014-K          ";"SOR VIVACETA 2575                            ";"S23";"1";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-19";"83715738";"20762903";"554857";"4708";"16";"Integra";"2018-04-19";"23-04-2018 a las 09:22"
"102087";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96601";"834365";"WALMART CHILE  ";"76042014-K          ";"SOR VIVACETA 2575                            ";"S23";"1";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-19";"83715738";"20762903";"554857";"4792";"2";"Integra";"2018-04-19";"23-04-2018 a las 09:22"
"102088";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96601";"834365";"WALMART CHILE  ";"76042014-K          ";"SOR VIVACETA 2575                            ";"S23";"1";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-19";"83715738";"20762903";"554857";"4793";"9";"Integra";"2018-04-19";"23-04-2018 a las 09:22"
"102089";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96601";"834365";"WALMART CHILE  ";"76042014-K          ";"SOR VIVACETA 2575                            ";"S23";"1";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-19";"83715738";"20762903";"554857";"870176";"3";"Integra";"2018-04-19";"23-04-2018 a las 09:22"
"102090";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96601";"834365";"WALMART CHILE  ";"76042014-K          ";"SOR VIVACETA 2575                            ";"S23";"1";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-19";"83715738";"20762903";"554857";"870177";"3";"Integra";"2018-04-19";"23-04-2018 a las 09:22"
"102091";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96601";"834365";"WALMART CHILE  ";"76042014-K          ";"SOR VIVACETA 2575                            ";"S23";"1";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-19";"83715738";"20762903";"554857";"870691";"1";"Integra";"2018-04-19";"23-04-2018 a las 09:22"
"102092";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96601";"834365";"WALMART CHILE  ";"76042014-K          ";"SOR VIVACETA 2575                            ";"S23";"1";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-19";"83715738";"20762903";"554857";"870697";"8";"Integra";"2018-04-19";"23-04-2018 a las 09:22"
"102093";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96601";"834365";"WALMART CHILE  ";"76042014-K          ";"SOR VIVACETA 2575                            ";"S23";"1";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-19";"83715738";"20762903";"554857";"875168";"15";"Integra";"2018-04-19";"23-04-2018 a las 09:22"
"102094";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96601";"834365";"WALMART CHILE  ";"76042014-K          ";"SOR VIVACETA 2575                            ";"S23";"1";"0";"CRED PROD      ";"Rebaja";"VINOS          ";"2018-04-19";"83715736";"20762902";"67104";"7245";"1";"Integra";"2018-04-19";"23-04-2018 a las 09:22"
"102095";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96601";"898458";"WALMART CHILE  ";"76042014-K          ";"CALLE LAS AZALEAS LOS ANGELES 604            ";"S14";"1";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-19";"83715074";"20762868";"6895";"4768";"1";"Integra";"2018-04-19";"23-04-2018 a las 09:22"
"102096";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96601";"898458";"WALMART CHILE  ";"76042014-K          ";"CALLE LAS AZALEAS LOS ANGELES 604            ";"S14";"1";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-19";"83715082";"20762869";"176269";"4700";"6";"Integra";"2018-04-19";"23-04-2018 a las 09:22"
"102097";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96601";"898458";"WALMART CHILE  ";"76042014-K          ";"CALLE LAS AZALEAS LOS ANGELES 604            ";"S14";"1";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-19";"83715082";"20762869";"176269";"4701";"3";"Integra";"2018-04-19";"23-04-2018 a las 09:22"
"102098";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96601";"898458";"WALMART CHILE  ";"76042014-K          ";"CALLE LAS AZALEAS LOS ANGELES 604            ";"S14";"1";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-19";"83715082";"20762869";"176269";"4704";"7";"Integra";"2018-04-19";"23-04-2018 a las 09:22"
"102099";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96601";"898458";"WALMART CHILE  ";"76042014-K          ";"CALLE LAS AZALEAS LOS ANGELES 604            ";"S14";"1";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-19";"83715082";"20762869";"176269";"4708";"6";"Integra";"2018-04-19";"23-04-2018 a las 09:22"
"102100";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96601";"898458";"WALMART CHILE  ";"76042014-K          ";"CALLE LAS AZALEAS LOS ANGELES 604            ";"S14";"1";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-19";"83715082";"20762869";"176269";"870181";"1";"Integra";"2018-04-19";"23-04-2018 a las 09:22"
"102101";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96601";"898458";"WALMART CHILE  ";"76042014-K          ";"CALLE LAS AZALEAS LOS ANGELES 604            ";"S14";"1";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-19";"83715082";"20762869";"176269";"870697";"1";"Integra";"2018-04-19";"23-04-2018 a las 09:22"
"102102";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96601";"898458";"WALMART CHILE  ";"76042014-K          ";"CALLE LAS AZALEAS LOS ANGELES 604            ";"S14";"1";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-19";"83715082";"20762869";"176269";"875138";"4";"Integra";"2018-04-19";"23-04-2018 a las 09:22"
"102103";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96609";"557365";"SUPER 10 S.A.  ";"76012833-3          ";"CERRO EL PLOMO PISO 7 AL 12 5680             ";"S29";"2";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-19";"83716052";"20762928";"29878";"4770";"2";"Integra";"2018-04-19";"23-04-2018 a las 09:22"
"102104";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96609";"557365";"SUPER 10 S.A.  ";"76012833-3          ";"CERRO EL PLOMO PISO 7 AL 12 5680             ";"S29";"2";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-19";"83716052";"20762928";"29878";"4785";"2";"Integra";"2018-04-19";"23-04-2018 a las 09:22"
"102105";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96609";"557365";"SUPER 10 S.A.  ";"76012833-3          ";"CERRO EL PLOMO PISO 7 AL 12 5680             ";"S29";"2";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-19";"83716058";"20762929";"27650";"1663";"1";"Integra";"2018-04-19";"23-04-2018 a las 09:22"
"102106";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96609";"557365";"SUPER 10 S.A.  ";"76012833-3          ";"CERRO EL PLOMO PISO 7 AL 12 5680             ";"S29";"2";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-19";"83716058";"20762929";"27650";"1664";"1";"Integra";"2018-04-19";"23-04-2018 a las 09:22"
"102107";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96609";"557365";"SUPER 10 S.A.  ";"76012833-3          ";"CERRO EL PLOMO PISO 7 AL 12 5680             ";"S29";"2";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-19";"83716058";"20762929";"27650";"1667";"1";"Integra";"2018-04-19";"23-04-2018 a las 09:22"
"102108";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96609";"557365";"SUPER 10 S.A.  ";"76012833-3          ";"CERRO EL PLOMO PISO 7 AL 12 5680             ";"S29";"2";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-19";"83716058";"20762929";"27650";"870327";"1";"Integra";"2018-04-19";"23-04-2018 a las 09:22"
"102109";"COMERCIAL CCU S";"9660 OF. LOS AN";"405";"PROD FUERA FECH";"96609";"895318";"WALMART CHILE  ";"76042014-K          ";"OHIGGINS ESQUINA RIQUELME 770                ";"S29";"1";"0";"CRED PROD      ";"Rebaja";"GASEOSAS       ";"2018-04-19";"83716642";"20762969";"27888";"4768";"2";"Integra";"2018-04-19";"23-04-2018 a las 09:22"
